reviewBody,reviewRating,runDate,dateCreated,date_clean,review_clean,review_parts_clean
"Amazing food and dessert selection, also the location is marvelous and the staff so lovely",5.0,2021-07-29,a year ago,2020-07-29,amazing food dessert selection also location marvelous staff lovely,[]
I am very pleased with my dinner for two on a Saturday Evening. It was so easy to book and we were seated right on time. The food was served promptly and it was very delicious. Great service too. It was very busy and overall noisy but this is not a problem when you are with good company. I will definitely visit again and has recommended the place to all my friends.,5.0,2021-07-29,a year ago,2020-07-29,please dinner two saturday even easy book seat right time food serve promptly delicious great service too busy overall noisy isnt problem good company definitely visit recommend place friends,[]
Food was really good. My husband enjoyed the steak and lobster and I had the oven baked lobster. The starter platter for two was amazing. I love the chocolate and peanut butter milkshakes! The guy and lady staff assigned at our table was really nice to us and to our kids.. but i noticed some other staff swearing loudly and rude to others.,4.0,2021-07-29,a year ago,2020-07-29,food really good husband enjoy steak lobster oven bake lobster starter platter two amazing love chocolate peanut butter milkshakes guy lady staff assign table really nice us kid notice staff swear loudly rude others,[]
Over priced for the food!,3.0,2021-07-29,a year ago,2020-07-29,price food,[]
"Wonderful interior and nice to be outside under the heaters. Food was a little underwhelming (we ordered a steak and a lobster), but overall it was worth the visit for the ambience itself.",4.0,2021-07-29,a year ago,2020-07-29,wonderful interior nice outside heaters food little underwhelming we order steak lobster overall worth visit atmosphere itself,[]
The food is amazing,5.0,2021-07-29,a year ago,2020-07-29,food amazing,[]
"Wow!!!Do not know where to begin.Seating wondering who was our waiter is.The manager happened to be leaving with his family noticed we had not been served he kindly took our order 20 min later.I requested one of the food runners to get us a drinks menu in all 50 min wait. I still gave them benefit of the doubt.... It being my husbands birthday I walked up to one of the waiters to request a surprise in which a was willing to pay for even having put it on my reservation I was assured this would happen after our dinner. My daughter's lobster was cold was taken back to be warmed up coming back the garlic butter was forgotten requested for it again but nothing came. After all this while we did not even know who was our waiter was.Luckly I caught the eye of one of the food runners requesting garlic sauce again. She told me to ask one of the waiters wearing stripped shirt. ""I would if they come my way"". Well the garlic sauce come when we had lost our appetite.The birthday surprise never happened very disappointed. After spending so much money The customer service here is unbelievably very very poor a lot of training needs to be done here.They just do not care One thing is for sure I will not be stepping my foot at the BIG EASY.I forgot to get the service charge taken off because we just wanted to leave.",1.0,2021-07-29,a month ago,2021-06-29,wowdont know beginseating wonder staff isthe manager happen leave family notice hadnt serve kindly take order min lateri request one food runners get us drink menu min wait still give benefit doubt husband birthday walk one staff request surprise will pay even put reservation assure would happen dinner daughters lobster cold take back warm come back garlic butter forget request nothing come while not even know staff wasluckly catch eye one food runners request garlic sauce again tell ask one staff wear strip shirt i would come way well garlic sauce come lose appetitethe birthday surprise never happen disappoint spend much money customer service unbelievably poor lot train need do herethey dont care one thing sure wont step foot i forget get service charge take want leave,[]
The lobster is always good but I prefer the big easy in Chelsea or Covent garden because the service is much better.,4.0,2021-07-29,a month ago,2021-06-29,lobster always good prefer chelsea covent garden service much better,[]
Food was good,4.0,2021-07-29,a year ago,2020-07-29,food good,[]
"Staff is super helpful, food is tasty and seating is great! What else one needs?",5.0,2021-07-29,a day ago,2021-07-28,staff super helpful food tasty seat great else one need,[]
"Big Easy CW welcome back, fab food, lovely staff and perfect setting (even outside)",5.0,2021-07-29,2 months ago,2021-05-30, cw welcome back fab food lovely staff perfect set even outside,[]
"The food was kind of okay but the service was dreadful: we were asked to leave after 90 mins although nobody had told us this when we sat down. (In fact the waiter just brought the bill and the card machine and stood over us tutting). When we asked they said it was because they needed the space for 'live music' - however the people on the table right next to us were allowed to stay! The waiter was rude and irritable throughout all of this. Oh and the restaurant wasn't even full or anything, not even close. Wouldn't come back here if you paid me.",1.0,2021-07-29,a year ago,2020-07-29,food kind okay service dreadful ask leave minutes although nobody tell us sit down in fact staff bring bill card machine stand us tutting ask say need space live music however people table right next us allow stay staff rude irritable throughout this oh restaurant wasnt even full anything not even close wouldnt come back pay me,[]
"Food was awesome.... staff desperately need some training in customer service and manners. Booked in advance table, waited for almost 20 minutes to be seated, which is fair enough.... after waitress took drinks order 3 times, we still had to chase the order several times..... despite the fact we bought food and further drinks (£270+) some very rude waiter came over and told us that we had to leave as we had been there for almost 2 1/2 hours..... 5 people out enjoying an evening for my 39th birthday and being told very rudely that we need to leave, not asked if we would even like to move to the bar..... seriously annoyed me.... Food 10/10 Staff -1/10",1.0,2021-07-29,a year ago,2020-07-29,food awesome staff desperately need train customer service manners book advance table wait almost minutes seat fair enough staff take drink order time still chase order several time despite fact buy food drink money rude staff come tell us leave almost hours people enjoy even th birthday tell rudely need leave not ask would even like move bar seriously annoy me food staff ,[]
Good meal,5.0,2021-07-29,a week ago,2021-07-22,good meal,[]
"Fast service, smiles, excellent meat dishes, all known beers on the bar, very rich wine cave",5.0,2021-07-29,a year ago,2020-07-29,fast service smile excellent meat dish know beers bar rich wine cave,[]
Food was ok. Limited vegetarian option,3.0,2021-07-29,a year ago,2020-07-29,food ok limit vegetarian option,[]
"Great food, live music, quite busy so be sure to book a table first!",5.0,2021-07-29,a year ago,2020-07-29,great food live music quite busy sure book table first,[]
"I came in this place to celebrate my boyfriend's birthday. The Place Is huge. I have no idea of how many tables are inside and how many people work in this Place. It's a good Place to go with a group of people. Everynight there's a band or a Singer. There's variety of food . You can eat hamburger,meat and the most important fish of the Place Is the lobster. I didn't try It but i Will try another time. The Only thing a Little bit annoying was the music too loud and the noises made by all the people.",4.0,2021-07-29,a year ago,2020-07-29,come place celebrate boyfriends birthday place huge no idea many table inside many people work place good place go group people everynight theres band singer theres variety food eat hamburgermeat important fish place lobster didnt try try another time thing little bit annoy music loud noise make people,[]
Lovely location and good food for every one :),5.0,2021-07-29,9 months ago,2020-11-01,lovely location good food every one ,[]
"The service was really slow, we ordered ribs and brisket and it was horrifically dry meat. Not all the sides arrived when we ordered and the beer was flat and had to be swapped out. The table next to us got up and left not paying for their meal as their food all turned up cold. We asked for a receipt and only got a card receipt. Wouldnt go back.",2.0,2021-07-29,a year ago,2020-07-29,service really slow order rib brisket horrifically dry meat not side arrive order beer flat swap out table next us get leave not pay meal food turn cold ask receipt get card receipt wouldnt go back,[]
Great food in a lovely ambiance,4.0,2021-07-29,a month ago,2021-06-29,great food lovely ambiance,[]
"Great location, unique atmosphere, good food. Overall, it's a very good place.",5.0,2021-07-29,a year ago,2020-07-29,great location unique atmosphere good food overall good place,[]
Amazing place with reasonable prices! Fast and realy helpful service! Francesco was really helpful!,5.0,2021-07-29,a year ago,2020-07-29,amazing place reasonable price fast realy helpful service francesco really helpful,[]
What kind of place has live music and says you can't sit anywhere near them (to eat) as that section is closed..,3.0,2021-07-29,a year ago,2020-07-29,kind place live music say cant sit anywhere near to eat section close,[]
Cocktails and food are good and a good price. Nice atmosphere.,4.0,2021-07-29,a year ago,2020-07-29,cocktails food good good price nice atmosphere,[]
"Cold steak, waited 30 mins for first order, meal wasnt as described. Ordered the steak and shrimp, the shrimp came later. Not going again. Music was great though 👍🏻",2.0,2021-07-29,a month ago,2021-06-29,cold steak wait minutes first order meal wasnt describe order steak shrimp shrimp come later not go again music great though ,[]
Verrrrrrry slow. Bar is awfully slow and food service is almost as bad.,2.0,2021-07-29,a year ago,2020-07-29,verrrrrrry slow bar awfully slow food service almost bad,[]
"Very large steak, nice chips, but overall pretty average",3.0,2021-07-29,a year ago,2020-07-29,large steak nice chip overall pretty average,[]
"One of my favourite American restaurants in London. The location is simply stunning & the atmosphere is very good. It tends to get very busy, so I would advise you to book a table in advance to avoid disappointment & long waiting times. If you do have to wait, there is a Beautiful in door garden you can walk through or you could just park up at their bar & take advantage of their amazing bar specials.",5.0,2021-07-29,a year ago,2020-07-29,one favourite american restaurants london location simply stun atmosphere good tend get busy would advise book table advance avoid disappointment long wait time wait beautiful door garden walk could park bar take advantage amazing bar specials,[]
Great restaurant lots of food at great prices got a unlimited meal the big pig gig at big easy downside is if u get a unlimited meal you will not be able to take a doggy bag away the amount of food that's going to waste,3.0,2021-07-29,7 months ago,2020-12-31,great restaurant lot food great price get unlimited meal big pig gig downside u get unlimited meal wont able take doggy bag away amount food thats go waste,[]
"Service was horrendous! 7 of us attended and 4 orders were incorrect. Main served before starter, meals mixed up, food cold, no cutlery given to eat lobster though we informed waiter twice. To be fair they discounted over £100 off our order. In no hurry to return!",2.0,2021-07-29,a month ago,2021-06-29,service horrendous us attend order incorrect main serve starter meals mix up food cold no cutlery give eat lobster though inform staff twice fair discount money order no hurry return,[]
My all time favourite place every payday weekend. Missing this place too much,5.0,2021-07-29,a year ago,2020-07-29,time favourite place every payday weekend miss place much,[]
Before covid the customer service was much better.,3.0,2021-07-29,9 months ago,2020-11-01,covid customer service much better,[]
Food was lovely but service was bad. We waited for ages and no one really looked after us.,3.0,2021-07-29,6 days ago,2021-07-23,food lovely service bad wait age no one really look us,[]
This place can get supper busy. Prices are high but if you come for lunch you can get a decent meal for a tenner. Food is tasty and the staff if nice. Sometimes they take time.,3.0,2021-07-29,a year ago,2020-07-29,place get supper busy price high come lunch get decent meal tenner food tasty staff nice sometimes take time,[]
Most amazing bbq food I've ever had! Definitely worth a visit if you like American style fire pit food! Can recommend the taste o'rama if you want to try a selection of different meats! Covid friendly also!,5.0,2021-07-29,2 months ago,2021-05-30,amazing bbq food ive ever have definitely worth visit like american style fire pit food recommend taste orama want try selection different meats covid friendly also,[]
"Delicious food with a live band... what more could you ask for, and order the biggest lobster they have and you wont regret it!",5.0,2021-07-29,a year ago,2020-07-29,delicious food live band could ask for order biggest lobster wont regret it,[]
awesome,5.0,2021-07-29,9 months ago,2020-11-01,awesome,[]
Really good food. Great drinks. Exceptional atmosphere. Some of the waitresses are really rude. One of the Spanish ones in particular. Wish I caught her name I would've escalated things further. But all in all its a good place hence the rating. Just hope you get a good waiter.,4.0,2021-07-29,a year ago,2020-07-29,really good food great drink exceptional atmosphere staff really rude one spanish ones particular wish catch name wouldve escalate things further good place hence rat hope get good staff,[]
"Awful, horrible food. Paid £400 2 adults and 3 kids. Food looks ''used'' tasted disgusting, dry. So disappointed. Hygiene level is ridiculous.",1.0,2021-07-29,a year ago,2020-07-29,awful horrible food pay money adults kid food look use taste disgust dry disappoint hygiene level ridiculous,[]
Good venue with a great atmosphere and a good selection of beverages and food,4.0,2021-07-29,a year ago,2020-07-29,good venue great atmosphere good selection beverages food,[]
"Great place, amazing vibes, drinks are great and food is even better!!! Alfredo is the real star, he made our night unforgettable! Truly, big up for Alfredo!",5.0,2021-07-29,3 months ago,2021-04-30,great place amazing vibes drink great food even better alfredo real star make night unforgettable truly big alfredo,[]
"Nice setting, good food, bit limited for space if you just want a drink.",4.0,2021-07-29,a year ago,2020-07-29,nice set good food bit limit space want drink,[]
"The food here was so mediocre, made me feel sick almost. Nothing beats the kings Road and Covent garden",1.0,2021-07-29,5 months ago,2021-03-01,food mediocre make feel sick almost nothing beat kings road covent garden,[]
"Great place, great food. Amazing staff. 100% would go again",5.0,2021-07-29,a year ago,2020-07-29,great place great food amazing staff would go,[]
Great American style BBQ. Only complaint is service is a bit slow.,4.0,2021-07-29,3 months ago,2021-04-30,great american style bbq complaint service bit slow,[]
"Not impressed. We had to wait 20 minutes before our table became available (despite booking well in advance). The service from there only got worse. We had to wait a long time for the waiter to finally acknowledge us. He then didn't bring us any tap water, despite asking on three separate occasions. When we asked the guy who bought our food out he replied that he wasn't allowed to get water and we had to ask our waiter, not sure who this guy actually was if he wasn't a waiter. Food was average at best, definitely not worth the wait and poor service. I did have this restaurant booked again in a few weeks to celebrate my birthday. Suffice to say that booking has now been cancelled and I won't be coming back here again. Ever!",1.0,2021-07-29,a week ago,2021-07-22,not impress wait minutes table become available despite book well advance service get worse wait long time staff finally acknowledge us didnt bring us tap water despite ask three separate occasion ask guy buy food reply wasnt allow get water ask staff not sure guy actually wasnt staff food average best definitely not worth wait poor service restaurant book weeks celebrate birthday suffice say book cancel wont come back again ever,[]
"Disgusting restaurant will never go there again we were treated very badly the air conditioning unit was leaking on my head and my cutlery , we moved to another table but we had to asked to be moved we had to take all her own belongings with us I just left on the table and then they happily sat someone without cleaning the table on the Table that we had left. We then had to wait ages to get served for a second course and when it arrived my lobster was like rubber so disappointed this was our wedding anniversary. The so called manger was rude!",1.0,2021-07-29,3 weeks ago,2021-07-08,disgust restaurant never go treat badly air condition unit leak head cutlery move another table ask move take belong us leave table happily sit someone without clean table table leave wait age get serve second course arrive lobster like rubber disappoint wed anniversary call manger rude,[]
Great food and good value. Only downside is I ate more than I should!,5.0,2021-07-29,2 months ago,2021-05-30,great food good value downside eat should,[]
"Good for the £10 lunch deal, but wouldn't recommend for a dinner with friends. When working in the office was a thing, I often came here for their £10 lunch deal as service was efficient and it was good value for what they serve. I visited for dinner in a group of 4 recently, and sadly didn't have the same experience. Staff are friendly and sweet, but service was all over the place and lack professionalism. Wine arrives without glasses, steaks without knives and one dessert arrives just as we gave up and about to ask for the bill. Personally I didn't enjoy my crab shack plate (too many new potatoes, lots of clams, only 1 shrimp and crab claws that are too slippery to crack when covered in sauce - better if they serve the sauce on the side), but others were fine with their surf & turfs or lobsters.",3.0,2021-07-29,a month ago,2021-06-29,good money lunch deal wouldnt recommend dinner friends work office thing often come money lunch deal service efficient good value serve visit dinner group recently sadly didnt experience staff friendly sweet service place lack professionalism wine arrive without glass steaks without knives one dessert arrive give ask bill personally didnt enjoy crab shack plate too many new potatoes lot clam shrimp crab claw slippery crack cover sauce better serve sauce side others fine surf turf lobsters,[]
Great food!,5.0,2021-07-29,a year ago,2020-07-29,great food,[]
"Had an issue with payment, staff weren't aware how their own app worked. I had been changed and the transaction was pending in my bank account which I showed the manager but they still argued I hadn't paid. This continued for some time and at one point the manager said 'I dont have time for this' which is odd considering it's his job. Would avoid booking here again",1.0,2021-07-29,a year ago,2020-07-29,issue payment staff werent aware app work change transaction pending bank account show manager still argue hadnt pay continue time one point manager say i dont time this odd consider job would avoid book,[]
"We had very slow service, was given under cooked meat. Won't be coming back",1.0,2021-07-29,3 months ago,2021-04-30,slow service give cook meat wont come back,[]
"The quality of dishes vary each time I go there. Ever since the restaurant has reopened after the lockdown restrictions, the quality definitely did not go the positive way.",4.0,2021-07-29,a month ago,2021-06-29,quality dish vary time go there ever since restaurant reopen lockdown restrictions quality definitely not go positive way,[]
"Will not return to this place after being a customer for years. Covid is NOT an excuse for shocking service. Everything was rushed from the moment we walked in. We were forced to order at gunpoint, with the waiter hovering around us for the order. No seafood available, it would have been useful to know when we booked the table as I travelled 30 miles for this! At the end I think the nail in the coffin was paying £52 for 3 glasses of white wine. A cheap act of not displaying the prices of the wine transparently, but rather showing us a menu and saying “this is the wine you want right?” without explicitly telling us how much it would cost per glass. When this was raised with the waiter, he says that “I look like money is no issue.” I’m dumbfounded. Never been one for bad reviews but this place really deserves it after my experience. I’m grateful to never return.",1.0,2021-07-29,8 months ago,2020-12-01,wont return place customer years covid isnt excuse shock service everything rush moment walk in force order gunpoint staff hover around us order no seafood available would useful know book table travel miles this end think nail coffin pay money glass white wine cheap act not display price wine transparently rather show us menu say this wine want right without explicitly tell us much would cost per glass raise staff say i look like money no issue im dumbfound never one bad review place really deserve experience im grateful never return,[]
Great food and a great express menu.,5.0,2021-07-29,a year ago,2020-07-29,great food great express menu,[]
Antony is the best employee to ever work at this establishment! Please give him a raise now!!!,5.0,2021-07-29,2 months ago,2021-05-30,antony best employee ever work establishment please give raise now,[]
"If you eat here please look after staff ! In this worrying time , the company do not pays the staff service charge , so please take it out of your bill and tip them cash",1.0,2021-07-29,9 months ago,2020-11-01,eat please look staff worry time company dont pay staff service charge please take bill tip cash,[]
"The service is good here, the only thing for me was the food I did not like the food but the person I went with did. Maybe I need to revisit and try something else. But the food was a let down for me I had the lobster roll.",3.0,2021-07-29,a month ago,2021-06-29,service good here thing food not like food person go do maybe need revisit try something else food let lobster roll,[]
Good but reasonably priced food.,4.0,2021-07-29,a year ago,2020-07-29,good reasonably price food,[]
"mediocre food, raw shrimp, terrible service",1.0,2021-07-29,2 months ago,2021-05-30,mediocre food raw shrimp terrible service,[]
"Great food, generous portions, fab location, service a bit slow and strict on eating time.",4.0,2021-07-29,a year ago,2020-07-29,great food generous portion fab location service bit slow strict eat time,[]
Been here plenty of times and never been disappointed. Service is great and food is great. I'll be back again for sure,5.0,2021-07-29,a month ago,2021-06-29,plenty time never disappoint service great food great ill back sure,[]
Alfredo the waiter was amazing.. make feel us very welcome and really professional. His suggestions was spot on.,5.0,2021-07-29,3 months ago,2021-04-30,alfredo staff amazing make feel us welcome really professional suggestions spot on,[]
Fabio was amazing help great waiting,5.0,2021-07-29,a year ago,2020-07-29,fabio amazing help great wait,[]
The only thing good about this place is the plastic straws...,1.0,2021-07-29,a month ago,2021-06-29,thing good place plastic straw,[]
Myself and my partner went here for a late lockdown birthday meal. We had a really lovely server she was amazing very good quality service and even had a good little chat and laugh. We enjoyed the food and drinks only complaint would be that depending on where you are sitting won't really feel the little heaters they have at the top of where you are sitting but then again we went when it was cold and windy so to each their own. Over all really amazing service from our waitress and would happily go again.,5.0,2021-07-29,2 months ago,2021-05-30,partner go late lockdown birthday meal really lovely staff amazing good quality service even good little chat laugh enjoy food drink complaint would depend sit wont really feel little heaters top sit go cold windy own really amazing service staff would happily go again,[]
Good place to meet with the lads. It's all about the voodoo wings,5.0,2021-07-29,a year ago,2020-07-29,good place meet lads voodoo wing,[]
"Very nice place to enjoy American food. Great the Lobster roll. Very busy, booking is recommended.",5.0,2021-07-29,a year ago,2020-07-29,nice place enjoy american food great lobster roll busy book recommend,[]
Poor service and overcooked food,1.0,2021-07-29,2 months ago,2021-05-30,poor service overcook food,[]
"Service was really slow. Asked for a menu that never came. Meal didn’t come with cutlery. Card machine stalled during payment so paying took over 45 minutes as one person was left in limbo about whether the payment had gone through or been cancelled. The live music is slightly too loud for the space but that’s forgivable. For mass production bbq, the output is ok.",3.0,2021-07-29,a month ago,2021-06-29,service really slow ask menu never come meal didnt come cutlery card machine stall payment pay take minutes one person leave limbo whether payment go cancel live music slightly loud space thats forgivable mass production bbq output ok,[]
"Nice atmosphere, standard food. Service is A1",4.0,2021-07-29,a year ago,2020-07-29,nice atmosphere standard food service a,[]
"Good food and very good value. Really enjoy the hit and run lunch time express menu. Fat chips, main, drink and starter under 15 mins. Highly recommend!",5.0,2021-07-29,9 months ago,2020-11-01,good food good value really enjoy hit run lunch time express menu fat chip main drink starter minutes highly recommend,[]
I love seafood. This palace was a dream. I went for my birthday and enjoy the food very much.,5.0,2021-07-29,6 days ago,2021-07-23,love seafood palace dream go birthday enjoy food much,[]
"first time at the canary wharf branch really disappointing. food was not very tasty very bland tasteless. service was very slow to no fault of the server but not enough staff but extremely busy. need to sort out the front of house staff make sure they have enough staff or nothing will improve with the service, servers can only do so much. our server was very polite and efficient but unfortunately his section was very busy and one server cannot keep up with all the customers. most importantly need to sort out the food.",2.0,2021-07-29,a week ago,2021-07-22,first time branch really disappoint food not tasty bland tasteless service slow no fault staff not enough staff extremely busy need sort front house staff make sure enough staff nothing improve service staff much staff polite efficient unfortunately section busy one staff cannot keep customers importantly need sort food,[]
"Hi I'm back . This time I was visited this love place big ease . Place easy to find but not easy to park only parking you can get is canary wharf jubilee parking . With is not to bad about 5 min to walk .Place nice interior have inside And outside tables . Outside bit to cold if is raining day . Ok I start from my order starters we have had chicken wing with it was dry not tasty at all should be juice and tasty . Second we order calmar bits or something like that I expect in see food restaurant come get fresh food but it was definitely frozen tasty like chuing gum, it is not hard to make them fresh it takes 5 min but I'm not chef for this place . Ok continued for other dishes 2lb lobster cut in half? No way let customer choose how you want to served it is not make better taste but customers not eat them everyday I guess whey would like to see full lobster in they plates or let them choose cut in half or full . Taste good juicy it is required lot work to open if you don't know how but this is thing . Salad couple leaf and that it ? Serve with little bit more make them special. Other dish was say something spicy was peace lobster and crab and mussels was quite good but that sauce is was terrible not spicy at all make all see food blank and plane can taste see food any more . And last dish with cream sauce same sauce dominant on this dish . Can taste to see food dominant sauce not make better taste . Please have look and make make some changes . Owners should try them self to see whT chef is serving to customer ir can't by more worst to restaurant if they loose customer. Best regard bob",3.0,2021-07-29,3 weeks ago,2021-07-08,hi im back time visit love place big ease place easy find not easy park park get jubilee park isnt bad min walk place nice interior inside outside table outside bit cold rain day ok start order starters chicken wing dry not tasty juice tasty second order calmar bits something like expect see food restaurant come get fresh food definitely freeze tasty like chuing gum isnt hard make fresh take min im not chef place ok continue dish lb lobster cut half no way let customer choose want serve isnt make better taste customers not eat everyday guess whey would like see full lobster plat let choose cut half full taste good juicy require lot work open dont know thing salad couple leaf serve little bit make special dish say something spicy peace lobster crab mussels quite good sauce terrible not spicy make see food blank plane taste see food last dish cream sauce sauce dominant dish taste see food dominant sauce not make better taste please look make make change owners try self see wht chef serve customer ir cant worst restaurant loose customer best regard bob,[]
"I’ve been here a couple of times before and was always impressed but I couldn’t believe how much this place had changed for the worst. The service was appalling, it took about 20 minutes to order drinks, which then took another 20 to arrive, our starter platter was pretty good but we got the deluxe platter main for 2, the only real edible part was the chicken which was exceptional but the rest was poor, dry and unseasoned, my dessert came melted the first time so I sent it back, second time was starting to melt but okay to eat, the after eight in it was stale! The bill came in at £108 and I felt robbed, we were not the only disgruntled customers there, a table near us left their food as it was so awful, then the people next to us got their burgers cold and missing chips twice, not sure if they ate in the end as we’d left! I’m not one to leave a bad review, but the management here need to sort this out as it was carnage and diabolical, it’s a shame because I’ve been here before and it was one of my favourite places, won’t be returning anytime soon.",1.0,2021-07-29,2 months ago,2021-05-30,ive couple time always impress couldnt believe much place change worst service appal take minutes order drink take another arrive starter platter pretty good get deluxe platter main real edible part chicken exceptional rest poor dry unseasoned dessert come melt first time send back second time start melt okay eat eight stale bill come money felt rob not disgruntle customers there table near us leave food awful people next us get burgers cold miss chip twice not sure eat end wed leave im not one leave bad review management need sort carnage diabolical its shame ive one favourite place wont return anytime soon,[]
"Been here again sadly and I thought maybe after over a years visit it would change but I was right. Nothing has change at all. This place is still below average. The food is pretty much average, the drinks arent the best and the overall experience is just not worth going. Better off looking at local places to eat. Not much selection. Kids menu needs to be reviewed and too much waiting time.",2.0,2021-07-29,a year ago,2020-07-29,sadly think maybe years visit would change right nothing change all place still average food pretty much average drink arent best overall experience not worth go better look local place eat not much selection kid menu need review much wait time,[]
"Terrible place, we had to eat in the dark with our own lights from our phones, in the cold without heaters + food was cold. Just stupid.",1.0,2021-07-29,3 months ago,2021-04-30,terrible place eat dark light phone cold without heaters food cold stupid,[]
"Half price cocktails during happy hour, we tried them all, meal wasn't too bad either.",4.0,2021-07-29,a year ago,2020-07-29,half price cocktails happy hour try all meal wasnt bad either,[]
Great staff great blues music.and temperature check at entrance. And happy hour 4-7,5.0,2021-07-29,10 months ago,2020-10-02,great staff great blue musicand temperature check entrance happy hour ,[]
Really good food and service,5.0,2021-07-29,an hour ago,2021-07-28,really good food service,[]
"I went here on a first date and it was pretty lovely, we went on a Friday night without reservations so they were predictably busy and packed but they got us seated at the bar until a table freed up, its a easy going setting, for food we had mussels in garlic butter and jalapeño poppers. The mussels were spot on. It took about an hour for us to get seated and a waitress came and found us which was good as we had started think they forgot us as they didnt call🤣🤣",4.0,2021-07-29,a year ago,2020-07-29,go first date pretty lovely go friday night without reservations predictably busy pack get us seat bar table free up easy go set food mussels garlic butter jalapeo poppers mussels spot on take hour us get seat staff come find us good start think forget us didnt call,[]
"Lovely ambience and very good service. In my opinion, their meat dishes are much better than their seafoods which are touch and go. Lobsters tend to be overcooked.",4.0,2021-07-29,a month ago,2021-06-29,lovely atmosphere good service opinion meat dish much better seafoods touch go lobsters tend overcook,[]
Good food but overcrowded,4.0,2021-07-29,a year ago,2020-07-29,good food overcrowd,[]
LobsterSteak was incredible!,5.0,2021-07-29,10 months ago,2020-10-02,lobstersteak incredible,[]
"Lovely place for food, drinks and view. Average price and friendly staff.",5.0,2021-07-29,a month ago,2021-06-29,lovely place food drink view average price friendly staff,[]
"Nice selection of food, half lobster and cocktail great offer. Staff very attentive too.",4.0,2021-07-29,2 months ago,2021-05-30,nice selection food half lobster cocktail great offer staff attentive too,[]
"We ordered at 9:15 the food arrived at 10:45. 3 plate out of 7. No sides. Cocktails basically below expectations and the overall experience unacceptable if you consider that the bill for 3 people was 155£ ish. Kitchen refused to complete our order. Good waiter, polite but we will not come back anymore.",1.0,2021-07-29,a month ago,2021-06-29,order food arrive plate no side cocktails basically expectations overall experience unacceptable consider bill people ish kitchen refuse complete order good staff polite wont come back anymore,[]
"Positives about this place is that it looks lavish both inside and out and the atmosphere was very good on the day of visit. Negatives are, the food was not the best, tasteless, chips felt like they had just been re heated, steak wasnt the best, overall the food was just poor. Might give it another try in the future, as still need to try the lobster.",1.0,2021-07-29,3 weeks ago,2021-07-08,positives place look lavish inside atmosphere good day visit negative be food not best tasteless chip felt like heat steak wasnt best overall food poor might give another try future still need try lobster,[]
This is a great place to enjoy steak and lobsters with large glass of beer to quench any thirst. Great service,5.0,2021-07-29,a year ago,2020-07-29,great place enjoy steak lobsters large glass beer quench thirst great service,[]
Nice,4.0,2021-07-29,a month ago,2021-06-29,nice,[]
don't bother with boozy brunch .. they have changed the rules were you have to order each round and surprise surprise they take 20 mins to bring each round ... it is fraud,1.0,2021-07-29,a year ago,2020-07-29,dont bother boozy brunch change rule order round surprise surprise take minutes bring round fraud,[]
"In a nutshell: good food, nice decor, prices ok HOWEVER the service fee was quite high considering the service we got from a rather rude waiter. We had to ask them twice to fix the mistakes in our order and, while splitting the bill, we've been told that we have to calculate everything ourselves. So yes, not bad but I ate better in more pleasant and customer friendly restaurants.",3.0,2021-08-24,4 months ago,2021-04-26,nutshell good food nice decor price ok however service fee quite high consider service get rather rude staff ask twice fix mistake order and while split bill weve tell calculate everything ourselves yes not bad eat better pleasant customer friendly restaurants,[]
The food was sensational 😋 the bottomless brunch was phononial and Rocco was an amazing waiter and worked extremely hard. And thank you to all the kitchen and bar staff as well,5.0,2021-08-24,2 weeks ago,2021-08-10,food sensational bottomless brunch phononial rocco amazing staff work extremely hard thank kitchen bar staff well,[]
Nice food and a very big drink selection,5.0,2021-08-24,a week ago,2021-08-17,nice food big drink selection,[]
Got food poisoning.....,2.0,2021-08-24,a week ago,2021-08-17,get food poison,[]
I had the best time here - served by Genti at the bar and he was so pleasant. Not only was he fret at making our cocktails but he was only the most attentive!! Thank you so much for making our night!,5.0,2021-08-24,3 weeks ago,2021-08-03,best time serve genti bar pleasant not fret make cocktails attentive thank much make night,[]
Great atmosphere with some great food. Excellent service. Love the live music. Eill be returning.,5.0,2021-08-24,a week ago,2021-08-17,great atmosphere great food excellent service love live music eill return,[]
"Great atmosphere, food lovers will love it....book in advance overall thanks to my husband Raf",5.0,2021-08-24,a year ago,2020-08-24,great atmosphere food lovers love itbook advance overall thank husband raf,[]
"Great place, great food. Amazing staff. 100% would go again",5.0,2021-08-24,a year ago,2020-08-24,great place great food amazing staff would go,[]
Oh how I love me some lospter,4.0,2021-08-24,5 days ago,2021-08-19,oh love lospter,[]
I used to like it here but it has gone downhill. The steak I had was cooked too much and had to send it back. The replacement was cooked correctly but the steak was still dry and don't think was a good cut off meat. The lobster was still tasty but again feel that it wasn't as big as before.,3.0,2021-08-24,3 weeks ago,2021-08-03,use like go downhill steak cook much send back replacement cook correctly steak still dry dont think good cut meat lobster still tasty feel wasnt big before,[]
"The Live Music, the atmosphere, the local. Absolutely AMAZING. Food was delicious 😋",4.0,2021-08-24,a week ago,2021-08-17,live music atmosphere local absolutely amazing food delicious ,[]
Great meals,5.0,2021-08-24,6 days ago,2021-08-18,great meals,[]
